abbreviation,Formula,Description,Compartment,Charge,bigg_name,ModelSEED,New_ID,Comments,,,,
cpd15769_c,C307H536N24O255P24,"Isotetradecanoyllipoteichoicacid(n=24),linked,N-acetyl-D-glucosamine",c,-24,isot24s,,,,,,,
cpd15762_c,C261H468O255P24,"Anteisopentadecanoyllipoteichoicacid(n=24),linked,glucosesubstituted",c,-24,ant24glcs,,,,,,,
cpd15767_c,C313H548N24O255P24,"Isoheptadecanoyllipoteichoicacid(n=24),linked,N-acetyl-D-glucosamine",c,-24,isoh24s,,,,,,,
cpd15776_c,C193H356N24O159P24,"Isoheptadecanoyllipoteichoicacid(n=24),linked,D-alaninesubstituted",c,-24,iso24ds,,,,,,,
cpd15755_c,C263H472O255P24,"Palmitoyllipoteichoicacid(n=24),linked,glucosesubstituted",c,-24,palmt24s,,,,,,,
cpd15758_c,C265H476O255P24,"Isoheptadecanoyllipoteichoicacid(n=24),linked,glucosesubstituted",c,-24,isohep24s,,,,,,,
cpd15760_c,C259H464O255P24,"Isotetradecanoyllipoteichoicacid(n=24),linked,glucosesubstituted",c,-24,isoteluc24,,,,,,,
cpd15763_c,C263H472O255P24,"Isohexadecanoyllipoteichoicacid(n=24),linked,glucosesubstituted",c,-24,isodec24s,,,,,,,
cpd15766_c,C315H552N24O255P24,"Stearoyllipoteichoicacid(n=24),linked,N-acetyl-D-glucosamine",c,-24,stear24s,,,,,,,
cpd15770_c,C309H540N24O255P24,"Isopentadecanoyllipoteichoicacid(n=24),linked,N-acetyl-D-glucosamine",c,-24,isop24gsms,,,,,,,
cpd15771_c,C309H540N24O255P24,"Anteisopentadecanoyllipoteichoicacid(n=24),linked,N-acetyl-D-glucosamine",c,-24,,cpd15771,aisopentdecl24nacdg,No existe en bigg ,,,,
cpd15772_c,C311H544N24O255P24,"Isohexadecanoyllipoteichoicacid(n=24),linked,N-acetyl-D-glucosamine",c,-24,,cpd15772,isohexdecl24nacdg,No existe en bigg ,,,,
cpd15774_c,C187H342N24O159P24,"Myristoyllipoteichoicacid(n=24),linked,D-alaninesubstituted",c,-26,,cpd15774,myrisluc24das,No existe en bigg ,,,,
cpd15778_c,C187H344N24O159P24,"Isotetradecanoyllipoteichoicacid(n=24),linked,D-alaninesubstituted",c,-24,,cpd15778,itetdecl24das,No existe en bigg ,,,,
cpd15780_c,C189H349N24O159P24,"Anteisopentadecanoyllipoteichoicacid(n=24),linked,D-alaninesubstituted",c,-23,,cpd15780,aisopentdecl24das,No existe en bigg ,,,,
cpd15670_c,,Lipoteichoicacidcontent,c,0,,,,??? Qué coño es esto,,,,
cpd11495_c,C16H29N2O8PRS,2-methylbutanoyl-ACP|2-methylbutyryl-ACP,c,-1,2mbutACP,,,,,,,
cpd11496_c,C18H31N2O9PRS,4-methyl-3-oxo-hexanoyl-ACP,c,-1,4m3ohexACP,,,,,,,
cpd11497_c,C18H33N2O9PRS,4-methyl-3-hydroxy-hexanoyl-ACP,c,-1,4m3hhexACP,,,,,,,
cpd11498_c,C18H31N2O8PRS,4-methyl-trans-hex-2-enoyl-ACP,c,-1,4methex2eACP,,,,,,,
cpd11499_c,C18H33N2O8PRS,4-methyl-hexanoyl-ACP,c,-1,4methexACP,,,,,,,
cpd11500_c,C20H35N2O9PRS,6-methyl-3-oxo-octanoyl-ACP,c,-1,6m3oACP,,,,,,,
cpd11501_c,C20H37N2O9PRS,6-methyl-3-hydroxy-octanoyl-ACP,c,-1,6m3hoACP,,,,,,,
cpd11502_c,C20H35N2O8PRS,6-methyl-trans-oct-2-enoyl-ACP,c,-1,6mto2eACP,,,,,,,
cpd11503_c,C20H37N2O8PRS,6-methyl-octanoyl-ACP,c,-1,6moACP,,,,,,,
cpd11504_c,C22H39N2O9PRS,8-methyl-3-oxo-decanoyl-ACP,c,-1,8m3odACP,,,,,,,
cpd11505_c,C22H41N2O9PRS,8-methyl-3-hydroxy-decanoyl-ACP,c,-1,8m3hdACP,,,,,,,
cpd11506_c,C22H39N2O8PRS,8-methyl-trans-dec-2-enoyl-ACP,c,-1,8mtd2eACP,,,,,,,
cpd11507_c,C22H41N2O8PRS,8-methyl-decanoyl-ACP,c,-1,8mdACP,,,,,,,
cpd11508_c,C24H43N2O9PRS,10-methyl-3-oxo-dodecanoyl-ACP,c,-1,,cpd11508,10m3ododcecacp,No existe en bigg ,,,,
cpd11509_c,C24H45N2O9PRS,10-methyl-3-hydroxy-dodecanoyl-ACP,c,-1,3hoddecACP,,,,,,,
cpd11510_c,C24H43N2O8PRS,10-methyl-trans-dodec-2-enoyl-ACP,c,-1,10mtd2eACP,,,,,,,
cpd11511_c,C24H45N2O8PRS,10-methyl-dodecanoyl-ACP,c,-1,10mdACP,,,,,,,
cpd11512_c,C26H47N2O9PRS,12-methyl-3-oxo-tetra-decanoyl-ACP,c,-1,123oxtACP,,,,,,,
cpd11513_c,C26H49N2O9PRS,12-methyl-3-hydroxy-tetra-decanoyl-ACP,c,-1,12m3htdACP,,,,,,,
cpd11514_c,C26H47N2O8PRS,12-methyl-trans-tetra-dec-2-enoyl-ACP,c,-1,12methtetdec2,,,,,,,
cpd11515_c,C26H49N2O8PRS,12-methyl-tetra-decanoyl-ACP,c,-1,,cpd11515,12mtetdecacp,No existe en bigg ,,,,
cpd11516_c,C28H51N2O9PRS,14-methyl-3-oxo-hexa-decanoyl-ACP,c,-1,14m3ohdACP,,,,,,,
cpd11517_c,C28H53N2O9PRS,14-methyl-3-hydroxy-hexa-decanoyl-ACP,c,-1,14m3hdACP,,,,,,,
cpd11518_c,C28H51N2O8PRS,14-methyl-trans-hexa-dec-2-enoyl-ACP,c,-1,14mthdeACP,,,,,,,
cpd11519_c,C28H53N2O8PRS,14-methyl-hexa-decanoyl-ACP,c,-1,14mhdACP,,,,,,,
cpd11520_c,C16H29N2O8PRS,3-methylbutanoyl-ACP|isovaleryl-ACP,c,-1,isovACP,,,,,,,
cpd11521_c,C18H31N2O9PRS,5-methyl-3-oxo-hexanoyl-ACP,c,-1,5m3hhACP,,,,,,,
cpd11522_c,C18H33N2O9PRS,5-methyl-3-hydroxy-hexanoyl-ACP,c,-1,5m3hACP,,,,,,,
cpd11523_c,C18H31N2O8PRS,5-methyl-trans-hex-2-enoyl-ACP,c,-1,5mhACP,,,,,,,
cpd11524_c,C18H33N2O8PRS,5-methyl-hexanoyl-ACP,c,-1,3mehacp,,,,,,,
cpd11525_c,C20H35N2O9PRS,7-methyl-3-oxo-octanoyl-ACP,c,-1,7me3oxoacp,,,,,,,
cpd11526_c,C20H37N2O9PRS,7-methyl-3-hydroxy-octanoyl-ACP,c,-1,7m3hoACP,,,,,,,
cpd11527_c,C20H35N2O8PRS,7-methyl-trans-oct-2-enoyl-ACP,c,-1,7mto2eACP,,,,,,,
cpd11528_c,C20H37N2O8PRS,7-methyl-octanoyl-ACP,c,-1,7moACP,,,,,,,
cpd11529_c,C22H39N2O9PRS,9-methyl-3-oxo-decanoyl-ACP,c,-1,9m3odACP,,,,,,,
cpd11530_c,C22H41N2O9PRS,9-methyl-3-hydroxy-decanoyl-ACP,c,-1,9m3hdACP,,,,,,,
cpd11531_c,C22H39N2O8PRS,9-methyl-trans-dec-2-enoyl-ACP,c,-1,9mtd2eACP,,,,,,,
cpd11532_c,C22H41N2O8PRS,9-methyl-decanoyl-ACP,c,-1,9mdACP,,,,,,,
cpd11533_c,C24H43N2O9PRS,11-methyl-3-oxo-dodecanoyl-ACP,c,-1,11m3odACP,,,,,,,
cpd11534_c,C24H45N2O9PRS,11-methyl-3-hydroxy-dodecanoyl-ACP,c,-1,11m3hdACP,,,,,,,
cpd11535_c,C24H43N2O8PRS,11-methyl-trans-dodec-2-enoyl-ACP,c,-1,11mtdeACP,,,,,,,
cpd11536_c,C24H45N2O8PRS,11-methyl-dodecanoyl-ACP,c,-1,11mdACP,,,,,,,
cpd11537_c,C26H47N2O9PRS,13-methyl-3-oxo-tetra-decanoyl-ACP,c,-1,13m3otdACP,,,,,,,
cpd11538_c,C26H49N2O9PRS,13-methyl-3-hydroxy-tetra-decanoyl-ACP,c,-1,13m3htdACP,,,,,,,
cpd11539_c,C26H47N2O8PRS,13-methyl-trans-tetra-dec-2-enoyl-ACP,c,-1,13mtdACP,,,,,,,
cpd11540_c,C26H49N2O8PRS,13-methyl-tetra-decanoyl-ACP,c,-1,13mtdACP,,,,,,,
cpd11541_c,C28H51N2O9PRS,15-methyl-3-oxo-hexa-decanoyl-ACP,c,-1,15m3ohdACP,,,,,,,
cpd11542_c,C28H53N2O9PRS,15-methyl-3-hydroxy-hexa-decanoyl-ACP,c,-1,15m3hdACP,,,,,,,
cpd11543_c,C28H51N2O8PRS,15-methyl-trans-hexa-dec-2-enoyl-ACP,c,-1,15methexeACP,,,,,,,
cpd11544_c,C28H53N2O8PRS,15-methyl-hexa-decanoyl-ACP,c,-1,15mhdACP,,,,,,,
cpd11545_c,C15H27N2O8PRS,2-methylpropionyl-ACP|isobutyryl-ACP,c,-1,isobutACP,,,,,,,
cpd11546_c,C17H29N2O9PRS,4-methyl-3-oxo-pentanoyl-ACP,c,-1,4m3opACP,,,,,,,
cpd11547_c,C17H31N2O9PRS,4-methyl-3-hydroxy-pentanoyl-ACP,c,-1,4m3hpAPC,,,,,,,
cpd11548_c,C17H29N2O8PRS,4-methyl-trans-pent-2-enoyl-ACP,c,-1,4mtpACP,,,,,,,
cpd11549_c,C17H31N2O8PRS,4-methyl-pentanoyl-ACP,c,-1,4mpACP,,,,,,,
cpd11550_c,C19H33N2O9PRS,6-methyl-3-oxo-heptanoyl-ACP,c,-1,6m3ohACP,,,,,,,
cpd11551_c,C19H35N2O9PRS,6-methyl-3-hydroxy-heptanoyl-ACP,c,-1,6m3hhACP,,,,,,,
cpd11552_c,C19H33N2O8PRS,6-methyl-trans-hept-2-enoyl-ACP,c,-1,6mth2eACP,,,,,,,
cpd11553_c,C19H35N2O8PRS,6-methyl-heptanoyl-ACP,c,-1,6mhACP,,,,,,,
cpd11554_c,C21H37N2O9PRS,8-methyl-3-oxo-nonanoyl-ACP,c,-1,8m3oxACP,,,,,,,
cpd11555_c,C21H39N2O9PRS,8-methyl-3-hydroxy-nonanoyl-ACP,c,-1,8m3hnACP,,,,,,,
cpd11556_c,C21H37N2O8PRS,8-methyl-trans-non-2-enoyl-ACP,c,-1,8mtn2eACP,,,,,,,
cpd11557_c,C21H39N2O8PRS,8-methyl-nonanoyl-ACP,c,-1,8mcACP,,,,,,,
cpd11558_c,C23H41N2O9PRS,10-methyl-3-oxo-undecanoyl-ACP,c,-1,10m3ouACP,,,,,,,
cpd11559_c,C23H43N2O9PRS,10-methyl-3-hydroxy-undecanoyl-ACP,c,-1,10m3uACP,,,,,,,
cpd11560_c,C23H41N2O8PRS,10-methyl-trans-undec-2-enoyl-ACP,c,-1,10mtu2eACP,,,,,,,
cpd11561_c,C23H43N2O8PRS,10-methyl-undecanoyl-ACP,c,-1,10muACP,,,,,,,
cpd11562_c,C25H45N2O9PRS,12-methyl-3-oxo-tridecanoyl-ACP,c,-1,12m3otACP,,,,,,,
cpd11563_c,C25H47N2O9PRS,12-methyl-3-hydroxy-tridecanoyl-ACP,c,-1,12mdhtACP,,,,,,,
cpd11564_c,C25H45N2O8PRS,12-methyl-trans-tridec-2-enoyl-ACP,c,-1,12mtt2eACP,,,,,,,
cpd11565_c,C25H47N2O8PRS,12-methyl-tridecanoyl-ACP,c,-1,12mtACP,,,,,,,
cpd11566_c,C27H49N2O9PRS,14-methyl-3-oxo-pentadecanoyl-ACP,c,-1,14m3opACP,,,,,,,
cpd11567_c,C27H51N2O9PRS,14-methyl-3-hydroxy-pentadecanoyl-ACP,c,-1,14m3hpACP,,,,,,,
cpd11568_c,C27H49N2O8PRS,14-methyl-trans-pentadec-2-enoyl-ACP,c,-1,14mtp2eACP,,,,,,,
cpd11569_c,C27H51N2O8PRS,14-methyl-pentadecanoyl-ACP,c,-1,14mpACP,,,,,,,
c140acp_c,C25H47N2O8PRS,Tetradecanoyl-_acp,c,-1,tetacp,,,,,,,
cpd11476_c,C27H51N2O8PRS,Hexadecanoyl-_acp,c,-1,hedACP,,,,,,,
cpd11573_c,C29H55N2O8PRS,Octodecanoyl-ACP,c,-1,octACP,,,,,,,
cpd11570_c,C29H53N2O9PRS,3-Oxooctodecanoyl-ACP,c,-1,3oodACP,,,,,,,
cpd11571_c,C29H55N2O9PRS,3-Hydroxyoctodecanoyl-ACP,c,-1,3hodACP,,,,,,,
cpd11572_c,C29H53N2O8PRS,trans-Octodec-2-enoyl-ACP,c,-1,to2eACP,,,,,,,
c04246_c,C4H5OSR,But-2-enoyl-_acyl-carrierprotein ,c,-1,but2eACP,,,,,,,
c05745_c,C4H7OSR,Butyryl-_acp ,c,-1,butACP,,,,,,,
c05760_c,C14H25OSR,trans-Tetradec-2-enoyl-_acp ,c,-1,ttetdec2enoylacp,,,,,,,
c05751_c,C8H13OSR,trans-Oct-2-enoyl-_acp ,c,-1,2toceacp,,,,,,,
c05748_c,C6H9OSR,trans-Hex-2-enoyl-_acp ,c,-1,t2eacp,,,,,,,
c05749_c,C6H11OSR,Hexanoyl-_acp ,c,-1,hexACP,,,,,,,
c05754_c,C10H17OSR,trans-Dec-2-enoyl-_acp ,c,-1,dec22enacp,,,,,,,
c100acp_c,C21H39N2O8PRS,Decanoyl-_acp,c,-1,decACP,,,,,,,
c05763_c,C16H29OSR,trans-Hexadec-2-enoyl-_acp ,c,-1,tpalm2eACP,,,,,,,
c160acp_c,C27H51N2O8PRS,Hexadecanoyl-_acp,c,-1,hedACP,,,,,,,
c04618_c,C4H7O2SR,(3R)-3-Hydroxybutanoyl-_acyl-carrierprotein ,c,-1,3hbacp,,,,,,,
c05747_c,C6H11O2SR,(R)-3-Hydroxyhexanoyl-_acp ,c,-1,h3hacp,,,,,,,
c05757_c,C12H23O2SR,(R)-3-Hydroxydodecanoyl-_acp ,c,-1,3hddecACP,,,,,,,
c05758_c,C12H21OSR,trans-Dodec-2-enoyl-_acp ,c,-1,dodec2enacp,,,,,,,
c04633_c,C16H31O2SR,(3R)-3-Hydroxypalmitoyl-_acyl-carrierprotein ,c,-1,3hpaacp,,,,,,,
c04619_c,C10H19O2SR,(3R)-3-Hydroxydecanoyl-_acyl-carrierprotein ,c,-1,3hdecacp,,,,,,,
c04620_c,C8H15O2SR,(3R)-3-Hydroxyoctanoyl-_acyl-carrierprotein ,c,-1,3hocACP,,,,,,,
c04688_c,C14H27O2SR,(3R)-3-Hydroxytetradecanoyl-_acyl-carrierprotein ,c,-1,3htdacp,,,,,,,
c05762_c,C16H29O2SR,3-Oxohexadecanoyl-_acp ,c,-1,3oxhdacp,,,,,,,
c05746_c,C6H9O2SR,3-Oxohexanoyl-_acp ,c,-1,o3hacp,,,,,,,
c05753_c,C10H17O2SR,3-Oxodecanoyl-_acp ,c,-1,o3xdecacp,,,,,,,
c05744_c,C4H5O2SR,Acetoacetyl-_acp ,c,-1,acacacp,,,,,,,
c05756_c,C12H21O2SR,3-Oxododecanoyl-_acp ,c,-1,3oxddACP,,,,,,,
c05750_c,C8H13O2SR,3-Oxooctanoyl-_acp ,c,-1,3oxocACP,,,,,,,
c05759_c,C14H25O2SR,3-Oxotetradecanoyl-_acp ,c,-1,3oxtdacp,,,,,,,
c120acp_c,C23H43N2O8PRS,Dodecanoyl-_acyl-carrierprotein,c,-1,ddeACP,,,,,,,
nama_c,C8H15NO6,N-Acetyl-D-mannosamine,c,0,acmana,,,,,,,
c04256_c,C8H16NO9P,N-Acetyl-D-glucosamine1-phosphate ,c,-1,acgam1p,,,,,,,
cdpgl_c,C12H19N3O13P2,CDP-glycerol,c,-2,cdpglyc,,,,,,,
c00842_c,C16H26N2O16P2,dTDP-glucose ,c,-2,dtdpglc,,,,,,,
c05897_c,C87H143N7O23P2,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6",c,-4,uagmda,,,,,,,
uaagmda_c,C95H152N8O28P2,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",c,-4,uaagmda,,,,,,,
c01289_c,C63H105NO12P2,N-Acetyl-D-glucosaminyldiphosphoundecaprenol ,c,-2,unaga,,,,,,,
c04881_c,C71H118N2O17P2,"N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol ",c,-2,abdmagdpu,,,,,,,
c00348_c,C55H91O4P,all-trans-Undecaprenylphosphate ,c,-1,udcpp,,,,,,,
cpd15661_c,C206H386N2O242P47,"45(Phosphoglyceryl)-N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol|Prenol-45nteichoicacid",c,-47,prenoN_acid,,,,,,,
cpd15663_c,C341H611N47O287P47,"45(Alanyl-phosphoglyceryl)-N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol|Prenol-45nteichoicacid-alaninesubstituted",c,-47,,cpd15663,p45taala,No existe en bigg ,,,,
cpd15662_c,C476H836N2O467P47,"45(Glucosyl-phosphoglyceryl)-N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol|Prenol-45nteichoicacid-glucosesubstituted",c,-47,prenoN_ated,,,,,,,
cpd15666_c,C40H63N8O21R,Peptidoglycanpolymer(n-1subunits),c,-2,peptido_EC,,,,,,,
cpd15667_c,C191H359N10O259P46R,"glycerolteichoicacid(n=45),linked,unsubstituted",c,-48,,cpd15667,glta45,No existe en bigg ,,,,
cpd15669_c,C461H809N10O484P46R,"glycerolteichoicacid(n=45),linked,glucosesubstituted",c,-48,,cpd15669,glta45glc,No existe en bigg ,,,,
cpd15668_c,C326H584N55O304P46R,"glycerolteichoicacid(n=45),linked,D-alasubstituted",c,-48,,cpd15668,glta45da,No existe en bigg ,,,,
cpd11459_c,C420H692N30O391P30,"tcam|minorteichoicacid(acetylgalactosamineglucosephosphate,n=30)",c,-30,tcam,,,,,,,
cpd15665_c,C80H125N16O42R,Peptidoglycanpolymer(nsubunits),c,-4,,cpd15665,npglycan,"No existe en bigg, 2 unidades de peptidoglicano",,,,
cpd15664_c,,CellwallofB.megaterium,c,0,,,,No existe en bigg ni modelseed,,,,
fe3_e,Fe,Fe3+,e,3,fe3,,,,,,,
c00249_c,C16H32O2,Hexadecanoicacid ,c,0,palmacd,,,,,,,
c04217_c,C25H44O7P2,all-trans-Pentaprenyldiphosphate ,c,0,pendp,,,,,,,
c01230_c,C30H52O7P2,all-trans-Hexaprenyldiphosphate ,c,0,hexdp,,,,,,,
cpd11430_c,C14H27O2,fa1|Fattyacid(Iso-C14:0),c,-1,fa1,,,,,,,
cpd11438_c,C15H29O2,fa4|Fattyacid(Anteiso-C15:0),c,-1,fa4,,,,,,,
cpd11436_c,C15H29O2,fa3|Fattyacid(Iso-C15:0),c,-1,fa3,,,,,,,
cpd11440_c,C16H31O2,fa6|Fattyacid(iso-C16:0),c,-1,fa6,,,,,,,
cpd11433_c,C17H33O2,fa12|Fattyacid(Anteiso-C17:0),c,-1,fa12,,,,,,,
cpd11431_c,C17H33O2,fa11|Fattyacid(Iso-C17:0),c,-1,fa11,,,,,,,
c01033_c,C26H44N7O17P3S,2-Methylbutanoyl-CoA ,c,0,m2bcoa,,,,,,,
cpd12543_c,C18H26N5O6R2S,Carboxybiotin-carboxyl-carrierprotein,c,-1,cbtnCCP,,,,,,,
cpd12848_c,C17H27N5O4R2S,Holo-_carboxylase|Biotin-carboxyl-carrierprotein,c,0,btnCCP,,,,,,,
suc_e,C12H22O11,Sucrose ,e,0,sucr,,,,,,,
c00497_e,C4H6O5,(R)-Malate ,e,0,mal__L,,,,,,,
stac_e,C24H42O21,Stachyose,e,0,stys,,,,,,,
nama_e,C8H15NO6,N-Acetyl-D-mannosamine,e,0,acmana,,,,,,,
sot_e,C6H14O6,D-Sorbitol,e,0,sbt__D,,,,,,,
f6p_e,C6H11O9P,D-Fructose6-phosphate,e,-2,f6p,,,,,,,
glcn15lac_e,C6H10O6,"D-Glucono-1,5-lactone",e,0,dgo15lac,,,,,,,
glcunt_e,C6H9O7,D-Glucuronate,e,-1,glcur,,,,,,,
c00296_c,C7H12O6,Quinate,c,0,quin,,,,,,,
c00296_e,C7H12O6,Quinate,e,0,quin,,,,,,,
obut_e,C4H5O3,2-Oxobutanoate,e,-1,2obut,,,,,,,
prop_e,C3H5O2,Propanoate,e,-1,ppa,,,,,,,
hbut_e,C4H7O3,2-Hydroxybutyrate,e,-1,h4but,,,,,,,
hdbut_e,C4H7O3,(R)-3-Hydroxybutanoate,e,-1,bhb,,,,,,,
dextrin_e,C12H20O10,Dextrin,e,0,,dextrin,,En realidad son dos dextrinas,,,,
sali_c,C13H18O7,Salicin,c,0,salcn,,,,,,,
2mop_e,C4H5O3,2-Methyl-3-oxopropanoate,e,-1,2mop,,,,,,,
mbdg_e,C7H14O6,Methyl beta-D-galactoside,e,0,mbdg,mbdg,,No existe en bigg,,,,
mbdg_c,C7H14O6,Methyl beta-D-galactoside,c,0,mbdg,mbdg,,No existe en bigg,,,,
methol_e,CH4O,methanol,e,0,meoh,,,,,,,
bgal_c,C6H12O6,BGAL_c,c,0,gal_bD,,,,,,,
salal_e,C7H8O2,Salicyl alcohol,e,0,2hymeph,,,,,,,
c01879_c,C5H7NO3,5-Oxoproline,c,0,5oxpro,,,,,,,
c01879_e,C5H7NO3,5-Oxoproline,e,0,5oxpro,,,,,,,
formie_e,CH3NO,Formamide,e,0,frmd,,,,,,,
met_e,C5H11NO2S,L-Methionine,e,0,met__L,,,,,,,
sme3p_e,C7H8O8P,Shikimate3-phosphate,e,-3,skm5p,,,,,,,
sme_e,C7H9O5,Shikimate,e,-1,skm,,,,,,,
starch_e,C48H80O40,Starch,e,0,,,,No hay ese número de unidades,,,,
hcn_e,,HCN,e,0,cyan,,,,,,,
